robot,klass,t_bin,value
R01,NoNose,0,425.2468198828991
R01,NoNose,1,430.55820829418747
R01,NoNose,2,432.4306452913894
R01,NoNose,3,428.77356609350494
R01,NoNose,4,427.74142120331777
R01,NoNose,5,414.9659326477112
R01,NoNose,6,416.5427303891914
R01,NoNose,7,416.0218781518952
R01,NoNose,8,421.9589645513378
R01,NoNose,9,417.49226041416256
R01,NoNose,10,417.6019316970587
R01,NoNose,11,429.46741186999805
R01,NoNose,12,419.8005205263808
R01,NoNose,13,414.7553154671727
R01,NoNose,14,416.4255108572966
R01,NoNose,15,414.3930287950638
R01,NoNose,16,420.14411978221415
R01,NoNose,17,417.4249072393628
R01,NoNose,18,416.2462720918676
R01,NoNose,19,422.6520505286204
R01,NoNose,20,427.3556303253499
R01,NoNose,21,426.3044003826771
R01,NoNose,22,429.9345482960274
R01,NoNose,23,433.18511796733213
R01,NoNose,24,431.24002332760955
R01,NoNose,25,425.32530930097386
R01,NoNose,26,427.04685591493103
R01,NoNose,27,430.21856764810786
R01,NoNose,28,427.5230370240778
R01,NoNose,29,427.31808027902537
R01,NoNose,30,428.39705528188284
R01,NoNose,31,429.7233602870729
R01,NoNose,32,432.11815325097865
R01,NoNose,33,424.06739796807653
R01,NoNose,34,420.9070661186966
R01,NoNose,35,419.4134536592919
R01,NoNose,36,418.2919945465885
R01,NoNose,37,415.79767950186925
R01,NoNose,38,407.82987631333066
R01,NoNose,39,402.10341284593574
R01,NoNose,40,403.7036863060506
R01,NoNose,41,397.75041511825543
R01,NoNose,42,399.01727864340126
R01,NoNose,43,394.4452078472042
R01,NoNose,44,395.56964131686277
R01,NoNose,45,400.7463842076456
R01,NoNose,46,400.26360173855727
R01,NoNose,47,400.6747548042309
R01,NoNose,48,401.56158451555
R01,NoNose,49,404.4103634132471
R01,NoNose,50,403.8117850661136
R01,NoNose,51,407.0478402095087
R01,NoNose,52,408.74025304197716
R01,NoNose,53,407.3685973612656
R01,NoNose,54,406.5474424567165
R01,NoNose,55,406.3484274144761
R01,NoNose,56,408.92422334836044
R01,NoNose,57,402.7136656325366
R01,NoNose,58,407.5645990695129
R01,NoNose,59,402.22215461716956
R01,NoNose,60,404.58914067705416
R01,NoNose,61,402.40414957405363
R01,NoNose,62,402.2099574436648
R01,NoNose,63,403.4653246733102
R01,NoNose,64,405.4754479665283
R01,NoNose,65,411.1116371388241
R01,NoNose,66,412.4781213914932
R01,NoNose,67,413.23860925534547
R01,NoNose,68,436.8462891842138
R01,NoNose,69,438.73752214311196
R01,NoNose,70,437.9339483103721
R01,NoNose,71,433.66960899891933
R01,NoNose,72,436.57092519209465
R01,NoNose,73,434.9070079105007
R01,NoNose,74,431.91749848759827
R01,NoNose,75,445.5709481320401
R01,NoNose,76,444.01148612536457
R01,NoNose,77,430.69794180049854
R01,NoNose,78,442.74327012086667
R01,NoNose,79,439.3776319280078
R01,NoNose,80,431.3115843429636
R01,NoNose,81,439.5405983410711
R01,NoNose,82,429.8417397980904
R01,NoNose,83,428.03561582394997
R01,NoNose,84,426.0837837742012
R01,NoNose,85,428.472423308606
R01,NoNose,86,425.84340824716594
R01,NoNose,87,430.1708809581223
R01,NoNose,88,440.81309008197775
R01,NoNose,89,437.66901764308597
R01,NoNose,90,439.76342271139475
R01,NoNose,91,446.74028159479155
R01,NoNose,92,436.6667266141371
R01,NoNose,93,440.90611030089593
R01,NoNose,94,441.29825132910145
R01,NoNose,95,427.8381350826779
R01,NoNose,96,430.14319301683946
R01,NoNose,97,441.3345856019359
R01,NoNose,98,438.49088785645984
R01,NoNose,99,426.9872082971126
R01,"NoNose,NoBody2",0,429.3361311552239
R01,"NoNose,NoBody2",1,432.1974927666768
R01,"NoNose,NoBody2",2,433.08489005883854
R01,"NoNose,NoBody2",3,430.28754522877097
R01,"NoNose,NoBody2",4,425.95716778230604
R01,"NoNose,NoBody2",5,418.4102990285118
R01,"NoNose,NoBody2",6,416.33429324642987
R01,"NoNose,NoBody2",7,416.6550389891168
R01,"NoNose,NoBody2",8,418.74707123712454
R01,"NoNose,NoBody2",9,416.79912307365726
R01,"NoNose,NoBody2",10,417.2551645031161
R01,"NoNose,NoBody2",11,422.68132856005775
R01,"NoNose,NoBody2",12,416.2150033764338
R01,"NoNose,NoBody2",13,415.79699282139063
R01,"NoNose,NoBody2",14,414.8208402228025
R01,"NoNose,NoBody2",15,413.77085519526594
R01,"NoNose,NoBody2",16,414.6266429983751
R01,"NoNose,NoBody2",17,412.82681847817946
R01,"NoNose,NoBody2",18,412.4751190242743
R01,"NoNose,NoBody2",19,419.5283570584905
R01,"NoNose,NoBody2",20,425.46835749869484
R01,"NoNose,NoBody2",21,425.66803123820466
R01,"NoNose,NoBody2",22,429.8723482739487
R01,"NoNose,NoBody2",23,427.9623992282768
R01,"NoNose,NoBody2",24,428.00386526048914
R01,"NoNose,NoBody2",25,427.92944417089035
R01,"NoNose,NoBody2",26,427.61124387639614
R01,"NoNose,NoBody2",27,429.6299550490428
R01,"NoNose,NoBody2",28,430.9332578721144
R01,"NoNose,NoBody2",29,428.6295032899394
R01,"NoNose,NoBody2",30,426.7128910605433
R01,"NoNose,NoBody2",31,429.8084230880688
R01,"NoNose,NoBody2",32,427.02008728979905
R01,"NoNose,NoBody2",33,424.4242131831106
R01,"NoNose,NoBody2",34,423.49804500767726
R01,"NoNose,NoBody2",35,422.24974516054976
R01,"NoNose,NoBody2",36,425.10093809389383
R01,"NoNose,NoBody2",37,420.435418683955
R01,"NoNose,NoBody2",38,411.3879083737374
R01,"NoNose,NoBody2",39,405.645542684739
R01,"NoNose,NoBody2",40,402.2643344572172
R01,"NoNose,NoBody2",41,403.68511521448687
R01,"NoNose,NoBody2",42,400.43573384999485
R01,"NoNose,NoBody2",43,400.43213556639415
R01,"NoNose,NoBody2",44,398.8317360568299
R01,"NoNose,NoBody2",45,396.76405267951776
R01,"NoNose,NoBody2",46,394.4541437401495
R01,"NoNose,NoBody2",47,397.7647339643473
R01,"NoNose,NoBody2",48,399.2900191668148
R01,"NoNose,NoBody2",49,402.8995307425282
R01,"NoNose,NoBody2",50,402.56734798659926
R01,"NoNose,NoBody2",51,403.72150395523056
R01,"NoNose,NoBody2",52,403.40233653506124
R01,"NoNose,NoBody2",53,404.02137666484856
R01,"NoNose,NoBody2",54,404.2521686058564
R01,"NoNose,NoBody2",55,403.386964736789
R01,"NoNose,NoBody2",56,403.7208193587712
R01,"NoNose,NoBody2",57,406.05012965252695
R01,"NoNose,NoBody2",58,401.9997537798532
R01,"NoNose,NoBody2",59,402.75232854687897
R01,"NoNose,NoBody2",60,406.5424052760431
R01,"NoNose,NoBody2",61,409.1430250309459
R01,"NoNose,NoBody2",62,404.058134657646
R01,"NoNose,NoBody2",63,400.90828029511414
R01,"NoNose,NoBody2",64,406.6258907841689
R01,"NoNose,NoBody2",65,410.0239325054788
R01,"NoNose,NoBody2",66,412.5300476629655
R01,"NoNose,NoBody2",67,411.09223299249885
R01,"NoNose,NoBody2",68,424.39623404212756
R01,"NoNose,NoBody2",69,425.57314950472886
R01,"NoNose,NoBody2",70,428.0077034476952
R01,"NoNose,NoBody2",71,428.14247095286714
R01,"NoNose,NoBody2",72,427.3456204093614
R01,"NoNose,NoBody2",73,426.7139635719983
R01,"NoNose,NoBody2",74,428.3450577551697
R01,"NoNose,NoBody2",75,428.8975357921474
R01,"NoNose,NoBody2",76,428.18197241363254
R01,"NoNose,NoBody2",77,427.2387092786477
R01,"NoNose,NoBody2",78,435.595142812917
R01,"NoNose,NoBody2",79,433.8595671976213
R01,"NoNose,NoBody2",80,431.6892929774465
R01,"NoNose,NoBody2",81,436.38430044726624
R01,"NoNose,NoBody2",82,430.18410820013764
R01,"NoNose,NoBody2",83,426.8811923144207
R01,"NoNose,NoBody2",84,425.98651010939943
R01,"NoNose,NoBody2",85,429.4446087017129
R01,"NoNose,NoBody2",86,426.08127155692256
R01,"NoNose,NoBody2",87,427.5007022258487
R01,"NoNose,NoBody2",88,437.90562546571476
R01,"NoNose,NoBody2",89,430.20740675360344
R01,"NoNose,NoBody2",90,428.82530844151285
R01,"NoNose,NoBody2",91,427.9840855762031
R01,"NoNose,NoBody2",92,427.1963466084742
R01,"NoNose,NoBody2",93,434.6676903681326
R01,"NoNose,NoBody2",94,438.9528836766043
R01,"NoNose,NoBody2",95,427.47755926271935
R01,"NoNose,NoBody2",96,429.64115238946675
R01,"NoNose,NoBody2",97,438.5615515400205
R01,"NoNose,NoBody2",98,440.5206503394338
R01,"NoNose,NoBody2",99,429.81340448456905
R01,"NoNose,NoBody2,NoBody1",0,389.9386481914218
R01,"NoNose,NoBody2,NoBody1",1,397.21731628286364
R01,"NoNose,NoBody2,NoBody1",2,399.62767856859904
R01,"NoNose,NoBody2,NoBody1",3,397.63887795156853
R01,"NoNose,NoBody2,NoBody1",4,393.62019836522876
R01,"NoNose,NoBody2,NoBody1",5,384.59022884545277
R01,"NoNose,NoBody2,NoBody1",6,379.7634988472293
R01,"NoNose,NoBody2,NoBody1",7,381.8766435867104
R01,"NoNose,NoBody2,NoBody1",8,382.1018932536174
R01,"NoNose,NoBody2,NoBody1",9,383.29950203428905
R01,"NoNose,NoBody2,NoBody1",10,384.3130919619923
R01,"NoNose,NoBody2,NoBody1",11,390.36952968960753
R01,"NoNose,NoBody2,NoBody1",12,382.9990816006389
R01,"NoNose,NoBody2,NoBody1",13,382.11795990293666
R01,"NoNose,NoBody2,NoBody1",14,382.77774427873885
R01,"NoNose,NoBody2,NoBody1",15,382.3403965176119
R01,"NoNose,NoBody2,NoBody1",16,380.54404276356445
R01,"NoNose,NoBody2,NoBody1",17,384.0490354833357
R01,"NoNose,NoBody2,NoBody1",18,382.75006532735443
R01,"NoNose,NoBody2,NoBody1",19,387.20068078111615
R01,"NoNose,NoBody2,NoBody1",20,394.18191078661863
R01,"NoNose,NoBody2,NoBody1",21,392.7143553208625
R01,"NoNose,NoBody2,NoBody1",22,395.64956720709955
R01,"NoNose,NoBody2,NoBody1",23,395.97669542824184
R01,"NoNose,NoBody2,NoBody1",24,393.92492615169203
R01,"NoNose,NoBody2,NoBody1",25,390.9694291762701
R01,"NoNose,NoBody2,NoBody1",26,395.12746991065137
R01,"NoNose,NoBody2,NoBody1",27,394.0619736496131
R01,"NoNose,NoBody2,NoBody1",28,393.1227146612902
R01,"NoNose,NoBody2,NoBody1",29,393.7839818396334
R01,"NoNose,NoBody2,NoBody1",30,392.9511513267353
R01,"NoNose,NoBody2,NoBody1",31,394.43526080058615
R01,"NoNose,NoBody2,NoBody1",32,390.1379405414792
R01,"NoNose,NoBody2,NoBody1",33,387.12504088396054
R01,"NoNose,NoBody2,NoBody1",34,381.6188294392132
R01,"NoNose,NoBody2,NoBody1",35,385.50234036740807
R01,"NoNose,NoBody2,NoBody1",36,384.2275263538955
R01,"NoNose,NoBody2,NoBody1",37,380.8336680758886
R01,"NoNose,NoBody2,NoBody1",38,374.5727146293331
R01,"NoNose,NoBody2,NoBody1",39,369.7087010320047
R01,"NoNose,NoBody2,NoBody1",40,370.6613259100132
R01,"NoNose,NoBody2,NoBody1",41,368.94715226050084
R01,"NoNose,NoBody2,NoBody1",42,365.08851904645843
R01,"NoNose,NoBody2,NoBody1",43,368.38726137481166
R01,"NoNose,NoBody2,NoBody1",44,369.56655693128243
R01,"NoNose,NoBody2,NoBody1",45,370.3432028493637
R01,"NoNose,NoBody2,NoBody1",46,367.2513702648853
R01,"NoNose,NoBody2,NoBody1",47,365.5317956976975
R01,"NoNose,NoBody2,NoBody1",48,369.9694421671979
R01,"NoNose,NoBody2,NoBody1",49,371.77288052001455
R01,"NoNose,NoBody2,NoBody1",50,371.33922266520767
R01,"NoNose,NoBody2,NoBody1",51,370.86032356247586
R01,"NoNose,NoBody2,NoBody1",52,368.0601149321427
R01,"NoNose,NoBody2,NoBody1",53,370.35244863287625
R01,"NoNose,NoBody2,NoBody1",54,365.8292760961281
R01,"NoNose,NoBody2,NoBody1",55,370.446830220412
R01,"NoNose,NoBody2,NoBody1",56,369.491377499442
R01,"NoNose,NoBody2,NoBody1",57,372.2417867681985
R01,"NoNose,NoBody2,NoBody1",58,368.00341714786805
R01,"NoNose,NoBody2,NoBody1",59,369.35704021855247
R01,"NoNose,NoBody2,NoBody1",60,369.3019045822717
R01,"NoNose,NoBody2,NoBody1",61,367.59119125374684
R01,"NoNose,NoBody2,NoBody1",62,367.5519209417888
R01,"NoNose,NoBody2,NoBody1",63,368.15874693170304
R01,"NoNose,NoBody2,NoBody1",64,368.9341767928313
R01,"NoNose,NoBody2,NoBody1",65,371.91282146596546
R01,"NoNose,NoBody2,NoBody1",66,372.0459268543132
R01,"NoNose,NoBody2,NoBody1",67,373.0415898962238
R01,"NoNose,NoBody2,NoBody1",68,391.64001009496
R01,"NoNose,NoBody2,NoBody1",69,392.7206464885098
R01,"NoNose,NoBody2,NoBody1",70,391.78477191234833
R01,"NoNose,NoBody2,NoBody1",71,392.1413403736042
R01,"NoNose,NoBody2,NoBody1",72,393.07472519247665
R01,"NoNose,NoBody2,NoBody1",73,390.90104000201256
R01,"NoNose,NoBody2,NoBody1",74,393.8187174855365
R01,"NoNose,NoBody2,NoBody1",75,390.53029549832127
R01,"NoNose,NoBody2,NoBody1",76,391.62816693796253
R01,"NoNose,NoBody2,NoBody1",77,391.2042625914203
R01,"NoNose,NoBody2,NoBody1",78,394.215522785983
R01,"NoNose,NoBody2,NoBody1",79,390.4672303248139
R01,"NoNose,NoBody2,NoBody1",80,393.19092292688447
R01,"NoNose,NoBody2,NoBody1",81,402.9061505925963
R01,"NoNose,NoBody2,NoBody1",82,393.4335669318068
R01,"NoNose,NoBody2,NoBody1",83,391.4045263449209
R01,"NoNose,NoBody2,NoBody1",84,390.4291138606216
R01,"NoNose,NoBody2,NoBody1",85,390.6144947027342
R01,"NoNose,NoBody2,NoBody1",86,391.5049586118571
R01,"NoNose,NoBody2,NoBody1",87,393.99137113331966
R01,"NoNose,NoBody2,NoBody1",88,402.42462362241724
R01,"NoNose,NoBody2,NoBody1",89,394.9947756638949
R01,"NoNose,NoBody2,NoBody1",90,392.21828678093203
R01,"NoNose,NoBody2,NoBody1",91,388.5397102197436
R01,"NoNose,NoBody2,NoBody1",92,390.35195652656165
R01,"NoNose,NoBody2,NoBody1",93,389.69236288223397
R01,"NoNose,NoBody2,NoBody1",94,389.76044483400807
R01,"NoNose,NoBody2,NoBody1",95,390.65358765529254
R01,"NoNose,NoBody2,NoBody1",96,394.9856913288504
R01,"NoNose,NoBody2,NoBody1",97,405.9904263163244
R01,"NoNose,NoBody2,NoBody1",98,403.1253257674347
R01,"NoNose,NoBody2,NoBody1",99,390.777298563037
R01,Normal,0,377.3603790100293
R01,Normal,1,381.2091027247868
R01,Normal,2,383.087230582395
R01,Normal,3,380.45829907387656
R01,Normal,4,378.3253788938128
R01,Normal,5,368.773334646566
R01,Normal,6,365.0899885591581
R01,Normal,7,364.23658422158604
R01,Normal,8,367.4695798088643
R01,Normal,9,367.0669948271589
R01,Normal,10,371.9347730258464
R01,Normal,11,378.5693178684164
R01,Normal,12,369.15720859395395
R01,Normal,13,368.0967383495373
R01,Normal,14,369.318860814292
R01,Normal,15,369.74303605140875
R01,Normal,16,368.22098297982654
R01,Normal,17,371.08877731177046
R01,Normal,18,369.2112001170743
R01,Normal,19,375.67314042170364
R01,Normal,20,379.65672003464937
R01,Normal,21,379.1384690791754
R01,Normal,22,382.0535386451126
R01,Normal,23,382.51289064900845
R01,Normal,24,379.71540972044636
R01,Normal,25,380.39097733933414
R01,Normal,26,380.7093241487916
R01,Normal,27,383.2365869384293
R01,Normal,28,382.65293502756424
R01,Normal,29,380.47838835527375
R01,Normal,30,379.9042616826265
R01,Normal,31,381.51267641642363
R01,Normal,32,381.13297812436434
R01,Normal,33,376.0162914643672
R01,Normal,34,370.9785694676638
R01,Normal,35,371.24240677835644
R01,Normal,36,372.7382421634039
R01,Normal,37,369.36431470104304
R01,Normal,38,360.41723257637466
R01,Normal,39,354.86518172689614
R01,Normal,40,354.4613052807296
R01,Normal,41,353.84277252684745
R01,Normal,42,354.0175443001731
R01,Normal,43,354.6612276714899
R01,Normal,44,352.46574530162076
R01,Normal,45,352.3163555188503
R01,Normal,46,352.12691431755906
R01,Normal,47,357.3690027296882
R01,Normal,48,356.80081518473247
R01,Normal,49,357.12060052980354
R01,Normal,50,359.7876178997425
R01,Normal,51,360.4681821419169
R01,Normal,52,360.9906371943613
R01,Normal,53,359.01732799294905
R01,Normal,54,359.7181304048168
R01,Normal,55,358.06712671785203
R01,Normal,56,357.07275662560704
R01,Normal,57,358.6555464318674
R01,Normal,58,357.80771134577583
R01,Normal,59,358.7572004190747
R01,Normal,60,358.99294705454884
R01,Normal,61,359.3578790697024
R01,Normal,62,357.22165837141915
R01,Normal,63,357.2042148469104
R01,Normal,64,363.4489475178956
R01,Normal,65,364.0544526505872
R01,Normal,66,363.535083505122
R01,Normal,67,365.8529641684165
R01,Normal,68,381.3748766971812
R01,Normal,69,381.8888385586662
R01,Normal,70,378.13575471099205
R01,Normal,71,379.920975690254
R01,Normal,72,381.7363038042365
R01,Normal,73,380.37420971199634
R01,Normal,74,379.1193038047668
R01,Normal,75,390.030774667285
R01,Normal,76,387.6196831947736
R01,Normal,77,380.78281328863295
R01,Normal,78,389.3623584590747
R01,Normal,79,384.2405045858559
R01,Normal,80,385.15048750163464
R01,Normal,81,391.7644452383454
R01,Normal,82,380.59204490189285
R01,Normal,83,379.60488853588777
R01,Normal,84,378.6562527041139
R01,Normal,85,379.8679853701584
R01,Normal,86,376.6577579489264
R01,Normal,87,386.176082612482
R01,Normal,88,391.9028865404144
R01,Normal,89,380.7226792089811
R01,Normal,90,386.4299983356365
R01,Normal,91,389.0591830981987
R01,Normal,92,380.5200524722867
R01,Normal,93,389.33366715994174
R01,Normal,94,388.12986968168417
R01,Normal,95,380.06376456084
R01,Normal,96,386.27718191920087
R01,Normal,97,392.5613764083221
R01,Normal,98,393.0835579203071
R01,Normal,99,377.6425116423441
R02,NoNose,0,1310.974980967203
R02,NoNose,1,1312.4117286681665
R02,NoNose,2,1312.349747933051
R02,NoNose,3,1312.1613783010723
R02,NoNose,4,1312.2320695970695
R02,NoNose,5,1309.0684363299797
R02,NoNose,6,1307.448538011696
R02,NoNose,7,1306.6314564644629
R02,NoNose,8,1307.4942876460927
R02,NoNose,9,1304.9328042486495
R02,NoNose,10,1310.6942602241609
R02,NoNose,11,1314.276515862756
R02,NoNose,12,1306.8184284682786
R02,NoNose,13,1307.848505367949
R02,NoNose,14,1310.0755254819937
R02,NoNose,15,1310.2195546649682
R02,NoNose,16,1309.757268746579
R02,NoNose,17,1308.9526586581394
R02,NoNose,18,1309.9245049225074
R02,NoNose,19,1311.5135479503356
R02,NoNose,20,1314.4929225548112
R02,NoNose,21,1315.0129899228975
R02,NoNose,22,1315.3710334744908
R02,NoNose,23,1317.5975987893353
R02,NoNose,24,1315.344507719163
R02,NoNose,25,1317.6302944438512
R02,NoNose,26,1314.5283560373637
R02,NoNose,27,1316.8115735999256
R02,NoNose,28,1311.5441228798854
R02,NoNose,29,1311.3110891888368
R02,NoNose,30,1311.6597225823177
R02,NoNose,31,1311.3563356017037
R02,NoNose,32,1311.5542356515105
R02,NoNose,33,1309.4569047626594
R02,NoNose,34,1306.56570636432
R02,NoNose,35,1306.9054180170253
R02,NoNose,36,1307.4129460566558
R02,NoNose,37,1306.8366616346204
R02,NoNose,38,1303.6779438422482
R02,NoNose,39,1300.8776485812696
R02,NoNose,40,1301.2238829275636
R02,NoNose,41,1300.1843876933713
R02,NoNose,42,1301.4729889610937
R02,NoNose,43,1299.997893008383
R02,NoNose,44,1300.4737023454074
R02,NoNose,45,1299.456707285455
R02,NoNose,46,1299.1236638887417
R02,NoNose,47,1302.9159945831934
R02,NoNose,48,1304.93869884663
R02,NoNose,49,1304.5643166011394
R02,NoNose,50,1306.2391367607236
R02,NoNose,51,1306.8153008872532
R02,NoNose,52,1306.2141699296872
R02,NoNose,53,1305.5117115781436
R02,NoNose,54,1306.61121942788
R02,NoNose,55,1306.6977980862428
R02,NoNose,56,1305.7542397227348
R02,NoNose,57,1305.778691248274
R02,NoNose,58,1305.6018253968255
R02,NoNose,59,1305.3036707917365
R02,NoNose,60,1305.4027567481924
R02,NoNose,61,1304.1613500351814
R02,NoNose,62,1304.801082540426
R02,NoNose,63,1305.1607004912812
R02,NoNose,64,1305.7623730395696
R02,NoNose,65,1306.2578768760982
R02,NoNose,66,1306.7114048312521
R02,NoNose,67,1306.169773800285
R02,NoNose,68,1311.9962868703087
R02,NoNose,69,1313.008700110134
R02,NoNose,70,1313.5227041376206
R02,NoNose,71,1313.5667789894226
R02,NoNose,72,1312.941853253497
R02,NoNose,73,1312.6941581713606
R02,NoNose,74,1312.5935342306916
R02,NoNose,75,1313.332889926051
R02,NoNose,76,1313.7405729009536
R02,NoNose,77,1311.901427535084
R02,NoNose,78,1313.7707390506848
R02,NoNose,79,1313.6714140665438
R02,NoNose,80,1312.0088982085535
R02,NoNose,81,1313.0416316403803
R02,NoNose,82,1312.4798380769932
R02,NoNose,83,1312.3683465383888
R02,NoNose,84,1310.667342704684
R02,NoNose,85,1311.8852363515339
R02,NoNose,86,1312.5440997283717
R02,NoNose,87,1312.1391428877637
R02,NoNose,88,1313.6223538213249
R02,NoNose,89,1313.130689447117
R02,NoNose,90,1313.0002490096208
R02,NoNose,91,1313.4377233313169
R02,NoNose,92,1313.0609613213269
R02,NoNose,93,1314.0324351827844
R02,NoNose,94,1313.0457645777815
R02,NoNose,95,1312.7323229229685
R02,NoNose,96,1311.5264125274255
R02,NoNose,97,1313.587584190361
R02,NoNose,98,1313.4649425287357
R02,NoNose,99,1310.6913744142287
R02,"NoNose,NoBody2",0,1312.1452604109081
R02,"NoNose,NoBody2",1,1312.5440335036576
R02,"NoNose,NoBody2",2,1311.4393127279945
R02,"NoNose,NoBody2",3,1312.1607904766263
R02,"NoNose,NoBody2",4,1311.4242181990385
R02,"NoNose,NoBody2",5,1309.2253280025254
R02,"NoNose,NoBody2",6,1307.7949269983058
R02,"NoNose,NoBody2",7,1307.3087542849883
R02,"NoNose,NoBody2",8,1305.7618607242046
R02,"NoNose,NoBody2",9,1304.7318411651072
R02,"NoNose,NoBody2",10,1309.7879565159365
R02,"NoNose,NoBody2",11,1310.8186250866763
R02,"NoNose,NoBody2",12,1306.0366395357319
R02,"NoNose,NoBody2",13,1308.3368729529723
R02,"NoNose,NoBody2",14,1308.1832089140853
R02,"NoNose,NoBody2",15,1309.6902094035295
R02,"NoNose,NoBody2",16,1308.9507957514013
R02,"NoNose,NoBody2",17,1309.1199435148105
R02,"NoNose,NoBody2",18,1309.0404542995218
R02,"NoNose,NoBody2",19,1312.0553040002608
R02,"NoNose,NoBody2",20,1314.4528363180116
R02,"NoNose,NoBody2",21,1315.015241151859
R02,"NoNose,NoBody2",22,1315.7082629692236
R02,"NoNose,NoBody2",23,1316.7732702568126
R02,"NoNose,NoBody2",24,1315.8318983582064
R02,"NoNose,NoBody2",25,1315.5738514723478
R02,"NoNose,NoBody2",26,1315.1071862798399
R02,"NoNose,NoBody2",27,1316.0755028262063
R02,"NoNose,NoBody2",28,1311.8575840665715
R02,"NoNose,NoBody2",29,1312.1984637530338
R02,"NoNose,NoBody2",30,1311.494330758098
R02,"NoNose,NoBody2",31,1310.4238422716974
R02,"NoNose,NoBody2",32,1310.971075771134
R02,"NoNose,NoBody2",33,1309.9995936811486
R02,"NoNose,NoBody2",34,1307.7974996599562
R02,"NoNose,NoBody2",35,1306.8646375493993
R02,"NoNose,NoBody2",36,1307.2369515870541
R02,"NoNose,NoBody2",37,1306.0703160553749
R02,"NoNose,NoBody2",38,1304.0052249130208
R02,"NoNose,NoBody2",39,1302.5547701519874
R02,"NoNose,NoBody2",40,1301.056352271122
R02,"NoNose,NoBody2",41,1301.0192859200783
R02,"NoNose,NoBody2",42,1300.3793211248849
R02,"NoNose,NoBody2",43,1301.3287672630483
R02,"NoNose,NoBody2",44,1300.9213404886584
R02,"NoNose,NoBody2",45,1300.6517923838871
R02,"NoNose,NoBody2",46,1300.4911021875648
